SampID,Organism,Batch,Compound,min.area.flag,blk.flag,uM.in.vial.ave,uM_C_vial,uM_N_vial
220104_Smp_Cr_B_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,NA,NA,19.768118357371144,98.84059178685573,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Dimethylsulfoniopropionate,NA,NA,19.38554275667266,96.9277137833633,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,NA,NA,31.40766210695321,157.03831053476603,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,NA,NA,39.39547867237687,196.9773933618843,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Dimethylsulfoniopropionate,NA,NA,30.251515568185596,151.25757784092798,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.0049610688976835,0.02480534448841751,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.00459819996364921,0.02299099981824609,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.00410880794797,0.02054403973985,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.04042493200572861,0.20212466002864307,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.03963584742593334,0.19817923712966673,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Dimethylsulfoniopropionate,NA,NA,0.04045113057586835,0.20225565287934175,NA
220104_Smp_371_A_pos,371,Haptophyte,Glycine betaine,NA,NA,2.0020632983050737,10.01031649152537,2.0020632983050737
220104_Smp_371_B_pos,371,Haptophyte,Glycine betaine,NA,NA,2.056873415575101,10.284367077875505,2.056873415575101
220104_Smp_371_C_pos,371,Haptophyte,Glycine betaine,NA,NA,1.5734824824380869,7.867412412190435,1.5734824824380869
220104_Smp_2090_A_pos,2090,Haptophyte,Glycine betaine,NA,NA,6.448775805101557,32.24387902550779,6.448775805101557
220104_Smp_2090_B_pos,2090,Haptophyte,Glycine betaine,NA,NA,6.165938749351588,30.82969374675794,6.165938749351588
220104_Smp_2090_C_pos,2090,Haptophyte,Glycine betaine,NA,NA,9.166229362649776,45.83114681324888,9.166229362649776
220104_Smp_Cr_A_pos,Cr,Haptophyte,Glycine betaine,NA,NA,8.202418544798219,41.012092723991096,8.202418544798219
220104_Smp_Cr_B_pos,Cr,Haptophyte,Glycine betaine,NA,NA,6.897922835715188,34.48961417857594,6.897922835715188
220104_Smp_Cr_C_pos,Cr,Haptophyte,Glycine betaine,NA,NA,7.067108183722672,35.33554091861336,7.067108183722672
220104_Smp_Cs_A_pos,Cs,Haptophyte,Glycine betaine,NA,NA,53.91407885435837,269.5703942717919,53.91407885435837
220104_Smp_Cs_B_pos,Cs,Haptophyte,Glycine betaine,NA,NA,62.54771852930137,312.73859264650685,62.54771852930137
220104_Smp_Cs_C_pos,Cs,Haptophyte,Glycine betaine,NA,NA,62.797427432969045,313.9871371648452,62.797427432969045
220104_Smp_116-1_A_pos,116,Haptophyte,Gonyol,NA,NA,10.84276507124527,75.89935549871689,NA
220104_Smp_116-1_B_pos,116,Haptophyte,Gonyol,NA,NA,11.640371059603936,81.48259741722755,NA
220104_Smp_116-1_C_pos,116,Haptophyte,Gonyol,NA,NA,11.525473532331407,80.67831472631987,NA
220104_Smp_371_A_pos,371,Haptophyte,Gonyol,NA,NA,12.962470804905324,90.73729563433726,NA
220104_Smp_371_B_pos,371,Haptophyte,Gonyol,NA,NA,15.595599922945071,109.16919946061552,NA
220104_Smp_371_C_pos,371,Haptophyte,Gonyol,NA,NA,10.201329085508732,71.40930359856112,NA
220104_Smp_2090_A_pos,2090,Haptophyte,Gonyol,NA,NA,16.6198793103519,116.33915517246332,NA
220104_Smp_2090_B_pos,2090,Haptophyte,Gonyol,NA,NA,14.7224072879222,103.0568510154554,NA
220104_Smp_2090_C_pos,2090,Haptophyte,Gonyol,NA,NA,21.49546699711697,150.4682689798188,NA
220104_Smp_Ca_A_pos,Ca,Haptophyte,Gonyol,NA,NA,44.23529936641594,309.6470955649116,NA
220104_Smp_Ca_B_pos,Ca,Haptophyte,Gonyol,NA,NA,53.99484585924117,377.96392101468814,NA
220104_Smp_Ca_C_pos,Ca,Haptophyte,Gonyol,NA,NA,48.95744309030963,342.7021016321674,NA
220104_Smp_Cr_A_pos,Cr,Haptophyte,Gonyol,NA,NA,15.142232519861976,105.99562763903384,NA
220104_Smp_Cr_B_pos,Cr,Haptophyte,Gonyol,NA,NA,10.563033831243278,73.94123681870295,NA
220104_Smp_Cr_C_pos,Cr,Haptophyte,Gonyol,NA,NA,12.990665295146812,90.93465706602768,NA
220104_Smp_Cs_A_pos,Cs,Haptophyte,Gonyol,NA,NA,8.904609876087822,62.332269132614755,NA
220104_Smp_Cs_B_pos,Cs,Haptophyte,Gonyol,NA,NA,8.14411896357981,57.00883274505867,NA
220104_Smp_Cs_C_pos,Cs,Haptophyte,Gonyol,NA,NA,8.32779662355082,58.294576364855736,NA
220104_Smp_P3_A_pos,P3,Haptophyte,Gonyol,NA,NA,4.845761281570751,33.92032897099526,NA
220104_Smp_P3_B_pos,P3,Haptophyte,Gonyol,NA,NA,3.896891681358288,27.278241769508018,NA
220104_Smp_P3_C_pos,P3,Haptophyte,Gonyol,NA,NA,3.626046685320836,25.38232679724585,NA
220104_Smp_P5-5_A_pos,P5,Haptophyte,Gonyol,NA,NA,15.75747544640608,110.30232812484256,NA
220104_Smp_P5-5_B_pos,P5,Haptophyte,Gonyol,NA,NA,14.51538074376704,101.60766520636928,NA
220104_Smp_P5-5_C_pos,P5,Haptophyte,Gonyol,NA,NA,18.601341379886847,130.20938965920794,NA
220104_Smp_371_A_pos,371,Haptophyte,Homarine,NA,NA,0.160406012522987,1.122842087660909,0.160406012522987
220104_Smp_371_B_pos,371,Haptophyte,Homarine,NA,NA,0.1735357483396229,1.2147502383773603,0.1735357483396229
220104_Smp_371_C_pos,371,Haptophyte,Homarine,NA,NA,0.13056029675552985,0.913922077288709,0.13056029675552985
220104_Smp_Ca_A_pos,Ca,Haptophyte,Homarine,NA,NA,2.2313074811707945,15.61915236819556,2.2313074811707945
220104_Smp_Ca_B_pos,Ca,Haptophyte,Homarine,NA,NA,2.166915542494699,15.168408797462892,2.166915542494699
220104_Smp_Ca_C_pos,Ca,Haptophyte,Homarine,NA,NA,1.9843420909282208,13.890394636497543,1.9843420909282208
220104_Smp_Cr_A_pos,Cr,Haptophyte,Homarine,NA,NA,0.13603069805045903,0.9522148863532132,0.13603069805045903
220104_Smp_Cr_B_pos,Cr,Haptophyte,Homarine,NA,NA,0.11541203741394152,0.8078842618975905,0.11541203741394152
220104_Smp_Cr_C_pos,Cr,Haptophyte,Homarine,NA,NA,0.1165477005977047,0.8158339041839329,0.1165477005977047
220104_Smp_Cs_A_pos,Cs,Haptophyte,Homarine,NA,NA,5.796466123940244,40.57526286758171,5.796466123940244
220104_Smp_Cs_B_pos,Cs,Haptophyte,Homarine,NA,NA,6.717653930136029,47.0235775109522,6.717653930136029
220104_Smp_Cs_C_pos,Cs,Haptophyte,Homarine,NA,NA,6.5089874051617835,45.562911836132486,6.5089874051617835
220104_Smp_116-1_C_pos,116,Haptophyte,Proline betaine,NA,NA,4.3285487444133806e-4,0.0030299841210893602,4.3285487444133806e-4
220104_Smp_371_A_pos,371,Haptophyte,Proline betaine,NA,NA,0.01085059029952538,0.07595413209667772,0.01085059029952538
220104_Smp_371_B_pos,371,Haptophyte,Proline betaine,NA,NA,0.01205294183514522,0.08437059284601656,0.01205294183514522
220104_Smp_371_C_pos,371,Haptophyte,Proline betaine,NA,NA,0.00921621042856906,0.06451347299998343,0.00921621042856906
220104_Smp_2090_A_pos,2090,Haptophyte,Proline betaine,NA,NA,0.00791119795682002,0.05537838569774017,0.00791119795682002
220104_Smp_2090_B_pos,2090,Haptophyte,Proline betaine,NA,NA,0.00775030396712565,0.0542521277698796,0.00775030396712565
220104_Smp_2090_C_pos,2090,Haptophyte,Proline betaine,NA,NA,0.01204648976968394,0.08432542838778764,0.01204648976968394
220104_Smp_Ca_A_pos,Ca,Haptophyte,Proline betaine,NA,NA,0.014006634285212,0.09804643999648402,0.014006634285212
220104_Smp_Ca_B_pos,Ca,Haptophyte,Proline betaine,NA,NA,0.014198337941743,0.09938836559220104,0.014198337941743
220104_Smp_Ca_C_pos,Ca,Haptophyte,Proline betaine,NA,NA,0.01337043392283438,0.09359303745984068,0.01337043392283438
220104_Smp_Cr_A_pos,Cr,Haptophyte,Proline betaine,NA,NA,0.33320022409518146,2.3324015686662705,0.33320022409518146
220104_Smp_Cr_B_pos,Cr,Haptophyte,Proline betaine,NA,NA,0.30839557189568406,2.1587690032697884,0.30839557189568406
220104_Smp_Cr_C_pos,Cr,Haptophyte,Proline betaine,NA,NA,0.31119865275867037,2.1783905693106926,0.31119865275867037
220104_Smp_Cs_A_pos,Cs,Haptophyte,Proline betaine,NA,NA,0.21892738064991807,1.5324916645494264,0.21892738064991807
220104_Smp_Cs_B_pos,Cs,Haptophyte,Proline betaine,NA,NA,0.22601499283294865,1.5821049498306403,0.22601499283294865
220104_Smp_Cs_C_pos,Cs,Haptophyte,Proline betaine,NA,NA,0.2225523000280079,1.5578661001960554,0.2225523000280079
220104_Smp_P3_A_pos,P3,Haptophyte,Proline betaine,NA,NA,0.00131967370110874,0.00923771590776121,0.00131967370110874
220104_Smp_P3_B_pos,P3,Haptophyte,Proline betaine,NA,NA,0.00120423655082322,0.00842965585576256,0.00120423655082322
220104_Smp_P3_C_pos,P3,Haptophyte,Proline betaine,NA,NA,7.837094790170383e-4,0.00548596635311926,7.837094790170383e-4
220104_Smp_P5-5_A_pos,P5,Haptophyte,Proline betaine,NA,NA,0.00158859972543504,0.0111201980780453,0.00158859972543504
220104_Smp_P5-5_B_pos,P5,Haptophyte,Proline betaine,NA,NA,9.861848518072389e-4,0.00690329396265067,9.861848518072389e-4
220104_Smp_P5-5_C_pos,P5,Haptophyte,Proline betaine,NA,NA,9.027086192543818e-4,0.00631896033478067,9.027086192543818e-4
220104_Smp_116-1_A_pos,116,Haptophyte,Trigonelline,NA,NA,0.00335517928228612,0.02348625497600288,0.00335517928228612
220104_Smp_116-1_B_pos,116,Haptophyte,Trigonelline,NA,NA,0.00215285471567245,0.01506998300970719,0.00215285471567245
220104_Smp_116-1_C_pos,116,Haptophyte,Trigonelline,NA,NA,9.217127319793208e-4,0.00645198912385524,9.217127319793208e-4
220104_Smp_371_A_pos,371,Haptophyte,Trigonelline,NA,NA,0.00459083130249297,0.03213581911745084,0.00459083130249297
220104_Smp_371_B_pos,371,Haptophyte,Trigonelline,NA,NA,0.00280285191562725,0.01961996340939077,0.00280285191562725
220104_Smp_371_C_pos,371,Haptophyte,Trigonelline,NA,NA,0.00449930100645979,0.03149510704521858,0.00449930100645979
220104_Smp_2090_A_pos,2090,Haptophyte,Trigonelline,NA,NA,0.01180354078731026,0.08262478551117187,0.01180354078731026
220104_Smp_2090_B_pos,2090,Haptophyte,Trigonelline,NA,NA,0.01132817852681281,0.07929724968768972,0.01132817852681281
220104_Smp_2090_C_pos,2090,Haptophyte,Trigonelline,NA,NA,0.02095474296089194,0.14668320072624363,0.02095474296089194
220104_Smp_Ca_A_pos,Ca,Haptophyte,Trigonelline,NA,NA,0.02574820214270576,0.18023741499894036,0.02574820214270576
220104_Smp_Ca_B_pos,Ca,Haptophyte,Trigonelline,NA,NA,0.00899921465209026,0.06299450256463182,0.00899921465209026
220104_Smp_Ca_C_pos,Ca,Haptophyte,Trigonelline,NA,NA,0.0140271221265298,0.0981898548857086,0.0140271221265298
220104_Smp_Cr_A_pos,Cr,Haptophyte,Trigonelline,NA,NA,0.00235848833682299,0.01650941835776099,0.00235848833682299
220104_Smp_Cr_B_pos,Cr,Haptophyte,Trigonelline,NA,NA,0.00371906480112209,0.026033453607854692,0.00371906480112209
220104_Smp_Cr_C_pos,Cr,Haptophyte,Trigonelline,NA,NA,0.00398421987580415,0.02788953913062911,0.00398421987580415
220104_Smp_Cs_A_pos,Cs,Haptophyte,Trigonelline,NA,NA,0.00353130123992212,0.02471910867945484,0.00353130123992212
220104_Smp_Cs_B_pos,Cs,Haptophyte,Trigonelline,NA,NA,0.01341754041869556,0.09392278293086892,0.01341754041869556
220104_Smp_Cs_C_pos,Cs,Haptophyte,Trigonelline,NA,NA,0.01435827972391176,0.10050795806738236,0.01435827972391176
220104_Smp_P3_A_pos,P3,Haptophyte,Trigonelline,NA,NA,2.0274449320056173e-4,0.00141921145240393,2.0274449320056173e-4
220104_Smp_P3_B_pos,P3,Haptophyte,Trigonelline,NA,NA,1.9199664030703035e-4,0.00134397648214921,1.9199664030703035e-4
220104_Smp_P3_C_pos,P3,Haptophyte,Trigonelline,Flag,NA,1.3481380486171616e-4,9.436966340320133e-4,1.3481380486171616e-4
220104_Smp_P5-5_A_pos,P5,Haptophyte,Trigonelline,NA,NA,0.01245725996345299,0.08720081974417099,0.01245725996345299
220104_Smp_P5-5_B_pos,P5,Haptophyte,Trigonelline,NA,NA,0.00926430756288061,0.06485015294016433,0.00926430756288061
220104_Smp_P5-5_C_pos,P5,Haptophyte,Trigonelline,NA,NA,0.01140354544723737,0.07982481813066164,0.01140354544723737
220104_Smp_P3_A_pos,P3,Haptophyte,Trimethylamine N-oxide,NA,NA,0.01257840511525066,0.03773521534575198,0.01257840511525066
220104_Smp_P3_B_pos,P3,Haptophyte,Trimethylamine N-oxide,NA,NA,0.01531243361216088,0.04593730083648266,0.01531243361216088
220104_Smp_P3_C_pos,P3,Haptophyte,Trimethylamine N-oxide,NA,NA,0.0065840933824471,0.01975228014734131,0.0065840933824471
